"wordrep"	"letters"	"word_accuracy"	"best_match"	"str_distance"	"correct_word_length"	"proportion_letter_correct"	"iksis"	"responses"	"suppression"	"subject"
"10418"	"things"	"t"	0	"things,"	1	7	0.857142857142857	280	"t"	"D0B"	"p14crandom.txt"
"10518"	"things"	"h"	0	"things,"	1	7	0.857142857142857	160	"h"	"D0B"	"p14crandom.txt"
"10618"	"things"	"i"	0	"things,"	1	7	0.857142857142857	160	"i"	"D0B"	"p14crandom.txt"
"10718"	"things"	"n"	0	"things,"	1	7	0.857142857142857	216	"n"	"D0B"	"p14crandom.txt"
"10818"	"things"	"g"	0	"things,"	1	7	0.857142857142857	168	"g"	"D0B"	"p14crandom.txt"
"10918"	"things"	"s"	0	"things,"	1	7	0.857142857142857	264	"s"	"D0B"	"p14crandom.txt"
"11018"	"and"	"a"	1	"and"	0	3	1	744	"a"	"D0B"	"p14crandom.txt"
"11122"	"and"	"n"	1	"and"	0	3	1	192	"n"	"D0B"	"p14crandom.txt"
"11220"	"and"	"d"	1	"and"	0	3	1	193	"d"	"D0B"	"p14crandom.txt"
"11318"	"they"	"t"	1	"they"	0	4	1	248	"t"	"D0B"	"p14crandom.txt"
"11418"	"they"	"h"	1	"they"	0	4	1	136	"h"	"D0B"	"p14crandom.txt"
"11518"	"they"	"e"	1	"they"	0	4	1	168	"e"	"D0B"	"p14crandom.txt"
"11618"	"they"	"y"	1	"they"	0	4	1	169	"y"	"D0B"	"p14crandom.txt"
"11718"	"usually"	"u"	1	"usually"	0	7	1	1130	"u"	"D0B"	"p14crandom.txt"
"11818"	"usually"	"s"	1	"usually"	0	7	1	208	"s"	"D0B"	"p14crandom.txt"
"11918"	"usually"	"u"	1	"usually"	0	7	1	440	"u"	"D0B"	"p14crandom.txt"
"12018"	"usually"	"a"	1	"usually"	0	7	1	168	"a"	"D0B"	"p14crandom.txt"
"12122"	"usually"	"l"	1	"usually"	0	7	1	160	"l"	"D0B"	"p14crandom.txt"
"12220"	"usually"	"l"	1	"usually"	0	7	1	160	"l"	"D0B"	"p14crandom.txt"
"12318"	"usually"	"y"	1	"usually"	0	7	1	256	"y"	"D0B"	"p14crandom.txt"
"12418"	"excile"	"e"	0	"excel"	2	5	0.6	400	"e"	"D0B"	"p14crandom.txt"
"12518"	"excile"	"x"	0	"excel"	2	5	0.6	368	"x"	"D0B"	"p14crandom.txt"
"12618"	"excile"	"c"	0	"excel"	2	5	0.6	305	"c"	"D0B"	"p14crandom.txt"
"12718"	"excile"	"i"	0	"excel"	2	5	0.6	280	"i"	"D0B"	"p14crandom.txt"
"12818"	"excile"	"l"	0	"excel"	2	5	0.6	368	"l"	"D0B"	"p14crandom.txt"
"12918"	"excile"	"e"	0	"excel"	2	5	0.6	128	"e"	"D0B"	"p14crandom.txt"
"13018"	"in"	"i"	1	"in"	0	2	1	471	"i"	"D0B"	"p14crandom.txt"
"13122"	"in"	"n"	1	"in"	0	2	1	273	"n"	"D0B"	"p14crandom.txt"
"13220"	"the"	"t"	1	"the"	0	3	1	224	"t"	"D0B"	"p14crandom.txt"
"13318"	"the"	"h"	1	"the"	0	3	1	152	"h"	"D0B"	"p14crandom.txt"
"13418"	"the"	"e"	1	"the"	0	3	1	272	"e"	"D0B"	"p14crandom.txt"
"13518"	"the"	"t"	1	"the"	0	3	1	960	"t"	"D0B"	"p14crandom.txt"
"13618"	"the"	"h"	1	"the"	0	3	1	129	"h"	"D0B"	"p14crandom.txt"
"13718"	"the"	"e"	1	"the"	0	3	1	176	"e"	"D0B"	"p14crandom.txt"
"13818"	"feild"	"f"	0	"field"	1	5	0.8	528	"f"	"D0B"	"p14crandom.txt"
"13918"	"feild"	"e"	0	"field"	1	5	0.8	368	"e"	"D0B"	"p14crandom.txt"
"14018"	"feild"	"i"	0	"field"	1	5	0.8	144	"i"	"D0B"	"p14crandom.txt"
"14122"	"feild"	"l"	0	"field"	1	5	0.8	217	"l"	"D0B"	"p14crandom.txt"
"14220"	"feild"	"d"	0	"field"	1	5	0.8	199	"d"	"D0B"	"p14crandom.txt"
"14318"	"chothen"	"c"	0	"chosen"	2	6	0.666666666666667	2826	"c"	"D0B"	"p14crandom.txt"
"14418"	"chothen"	"h"	0	"chosen"	2	6	0.666666666666667	144	"h"	"D0B"	"p14crandom.txt"
"14518"	"chothen"	"o"	0	"chosen"	2	6	0.666666666666667	400	"o"	"D0B"	"p14crandom.txt"
"14618"	"chothen"	"t"	0	"chosen"	2	6	0.666666666666667	400	"t"	"D0B"	"p14crandom.txt"
"14718"	"chothen"	"h"	0	"chosen"	2	6	0.666666666666667	160	"h"	"D0B"	"p14crandom.txt"
"14818"	"chothen"	"e"	0	"chosen"	2	6	0.666666666666667	385	"e"	"D0B"	"p14crandom.txt"
"14918"	"chothen"	"n"	0	"chosen"	2	6	0.666666666666667	144	"n"	"D0B"	"p14crandom.txt"
"15018"	"for"	"f"	1	"for"	0	3	1	552	"f"	"D0B"	"p14crandom.txt"
"15122"	"for"	"o"	1	"for"	0	3	1	112	"o"	"D0B"	"p14crandom.txt"
"15220"	"for"	"r"	1	"for"	0	3	1	176	"r"	"D0B"	"p14crandom.txt"
"15318"	"them"	"t"	1	"them"	0	4	1	233	"t"	"D0B"	"p14crandom.txt"
"15418"	"them"	"h"	1	"them"	0	4	1	128	"h"	"D0B"	"p14crandom.txt"
"15518"	"them"	"e"	1	"them"	0	4	1	192	"e"	"D0B"	"p14crandom.txt"
"15618"	"them"	"m"	1	"them"	0	4	1	120	"m"	"D0B"	"p14crandom.txt"
"15718"	"by"	"b"	1	"by"	0	2	1	705	"b"	"D0B"	"p14crandom.txt"
"15818"	"by"	"y"	1	"by"	0	2	1	223	"y"	"D0B"	"p14crandom.txt"
"15918"	"their"	"t"	1	"their"	0	5	1	184	"t"	"D0B"	"p14crandom.txt"
"16018"	"their"	"h"	1	"their"	0	5	1	120	"h"	"D0B"	"p14crandom.txt"
"16122"	"their"	"e"	1	"their"	0	5	1	192	"e"	"D0B"	"p14crandom.txt"
"16220"	"their"	"i"	1	"their"	0	5	1	176	"i"	"D0B"	"p14crandom.txt"
"16318"	"their"	"r"	1	"their"	0	5	1	304	"r"	"D0B"	"p14crandom.txt"
"16418"	"owbener"	"o"	0	"owner."	3	6	0.5	233	"o"	"D0B"	"p14crandom.txt"
"16518"	"owbener"	"w"	0	"owner."	3	6	0.5	279	"w"	"D0B"	"p14crandom.txt"
"16618"	"owbener"	"b"	0	"owner."	3	6	0.5	152	"b"	"D0B"	"p14crandom.txt"
"16718"	"owbener"	"e"	0	"owner."	3	6	0.5	233	"e"	"D0B"	"p14crandom.txt"
"16818"	"owbener"	"n"	0	"owner."	3	6	0.5	408	"n"	"D0B"	"p14crandom.txt"
"16918"	"owbener"	"e"	0	"owner."	3	6	0.5	264	"e"	"D0B"	"p14crandom.txt"
"17018"	"owbener"	"r"	0	"owner."	3	6	0.5	128	"r"	"D0B"	"p14crandom.txt"
"17122"	"althogh"	"a"	0	"Although"	2	8	0.75	2073	"a"	"D0B"	"p14crandom.txt"
"17220"	"althogh"	"l"	0	"Although"	2	8	0.75	464	"l"	"D0B"	"p14crandom.txt"
"17318"	"althogh"	"t"	0	"Although"	2	8	0.75	208	"t"	"D0B"	"p14crandom.txt"
"17418"	"althogh"	"h"	0	"Although"	2	8	0.75	136	"h"	"D0B"	"p14crandom.txt"
"17518"	"althogh"	"o"	0	"Although"	2	8	0.75	225	"o"	"D0B"	"p14crandom.txt"
"17618"	"althogh"	"g"	0	"Although"	2	8	0.75	560	"g"	"D0B"	"p14crandom.txt"
"17718"	"althogh"	"h"	0	"Although"	2	8	0.75	184	"h"	"D0B"	"p14crandom.txt"
"17818"	"prokamry"	"p"	0	"primarily"	5	9	0.444444444444444	681	"p"	"D0B"	"p14crandom.txt"
"17918"	"prokamry"	"r"	0	"primarily"	5	9	0.444444444444444	224	"r"	"D0B"	"p14crandom.txt"
"18018"	"prokamry"	"o"	0	"primarily"	5	9	0.444444444444444	136	"o"	"D0B"	"p14crandom.txt"
"18122"	"prokamry"	"k"	0	"primarily"	5	9	0.444444444444444	240	"k"	"D0B"	"p14crandom.txt"
"18220"	"prokamry"	"a"	0	"primarily"	5	9	0.444444444444444	192	"a"	"D0B"	"p14crandom.txt"
"18318"	"prokamry"	"m"	0	"primarily"	5	9	0.444444444444444	112	"m"	"D0B"	"p14crandom.txt"
"18418"	"prokamry"	"r"	0	"primarily"	5	9	0.444444444444444	552	"r"	"D0B"	"p14crandom.txt"
"18518"	"prokamry"	"y"	0	"primarily"	5	9	0.444444444444444	184	"y"	"D0B"	"p14crandom.txt"
"18618"	"a"	"a"	1	"a"	0	1	1	337	"a"	"D0B"	"p14crandom.txt"
"18718"	"a"	"a"	1	"a"	0	1	1	208	"a"	"D0B"	"p14crandom.txt"
"18818"	"sphelep"	"s"	0	"sheep"	2	5	0.6	584	"s"	"D0B"	"p14crandom.txt"
"18918"	"sphelep"	"p"	0	"sheep"	2	5	0.6	160	"p"	"D0B"	"p14crandom.txt"
"19018"	"sphelep"	"h"	0	"sheep"	2	5	0.6	921	"h"	"D0B"	"p14crandom.txt"
"19122"	"sphelep"	"e"	0	"sheep"	2	5	0.6	312	"e"	"D0B"	"p14crandom.txt"
"19220"	"sphelep"	"l"	0	"sheep"	2	5	0.6	216	"l"	"D0B"	"p14crandom.txt"
"19318"	"sphelep"	"e"	0	"sheep"	2	5	0.6	136	"e"	"D0B"	"p14crandom.txt"
"19418"	"sphelep"	"p"	0	"sheep"	2	5	0.6	240	"p"	"D0B"	"p14crandom.txt"
"19518"	"dpmt"	"d"	0	"that"	3	4	0.25	801	"d"	"D0B"	"p14crandom.txt"
"19618"	"dpmt"	"p"	0	"that"	3	4	0.25	200	"p"	"D0B"	"p14crandom.txt"
"19718"	"dpmt"	"m"	0	"that"	3	4	0.25	208	"m"	"D0B"	"p14crandom.txt"
"19818"	"dpmt"	"t"	0	"that"	3	4	0.25	344	"t"	"D0B"	"p14crandom.txt"
"19918"	"the"	"t"	1	"the"	0	3	1	665	"t"	"D0B"	"p14crandom.txt"
"20018"	"the"	"h"	1	"the"	0	3	1	128	"h"	"D0B"	"p14crandom.txt"
"20122"	"the"	"e"	1	"the"	0	3	1	224	"e"	"D0B"	"p14crandom.txt"
"20220"	"bpder"	"b"	0	"Border"	3	6	0.5	560	"b"	"D0B"	"p14crandom.txt"
"20318"	"bpder"	"p"	0	"Border"	3	6	0.5	224	"p"	"D0B"	"p14crandom.txt"
"20418"	"bpder"	"d"	0	"Border"	3	6	0.5	360	"d"	"D0B"	"p14crandom.txt"
"20518"	"bpder"	"e"	0	"Border"	3	6	0.5	224	"e"	"D0B"	"p14crandom.txt"
"20618"	"bpder"	"r"	0	"Border"	3	6	0.5	129	"r"	"D0B"	"p14crandom.txt"
"20718"	"collie"	"c"	1	"collie"	0	6	1	280	"c"	"D0B"	"p14crandom.txt"
"20818"	"collie"	"o"	1	"collie"	0	6	1	176	"o"	"D0B"	"p14crandom.txt"
"20918"	"collie"	"l"	1	"collie"	0	6	1	200	"l"	"D0B"	"p14crandom.txt"
"21022"	"collie"	"l"	1	"collie"	0	6	1	152	"l"	"D0B"	"p14crandom.txt"
"21122"	"collie"	"i"	1	"collie"	0	6	1	208	"i"	"D0B"	"p14crandom.txt"
"21221"	"collie"	"e"	1	"collie"	0	6	1	152	"e"	"D0B"	"p14crandom.txt"
"21319"	"is"	"i"	1	"is"	0	2	1	985	"i"	"D0B"	"p14crandom.txt"
"21419"	"is"	"s"	1	"is"	0	2	1	224	"s"	"D0B"	"p14crandom.txt"
"21518"	"not"	"n"	1	"not"	0	3	1	176	"n"	"D0B"	"p14crandom.txt"
"21618"	"not"	"o"	1	"not"	0	3	1	192	"o"	"D0B"	"p14crandom.txt"
"21718"	"not"	"t"	1	"not"	0	3	1	160	"t"	"D0B"	"p14crandom.txt"
"21818"	"any"	"a"	1	"any"	0	3	1	745	"a"	"D0B"	"p14crandom.txt"
"21918"	"any"	"n"	1	"any"	0	3	1	168	"n"	"D0B"	"p14crandom.txt"
"22018"	"any"	"y"	1	"any"	0	3	1	280	"y"	"D0B"	"p14crandom.txt"
"22122"	"sphere"	"s"	0	"sphere."	1	7	0.857142857142857	1241	"s"	"D0B"	"p14crandom.txt"
"22220"	"sphere"	"p"	0	"sphere."	1	7	0.857142857142857	136	"p"	"D0B"	"p14crandom.txt"
"22318"	"sphere"	"h"	0	"sphere."	1	7	0.857142857142857	352	"h"	"D0B"	"p14crandom.txt"
"22418"	"sphere"	"e"	0	"sphere."	1	7	0.857142857142857	256	"e"	"D0B"	"p14crandom.txt"
"22518"	"sphere"	"r"	0	"sphere."	1	7	0.857142857142857	192	"r"	"D0B"	"p14crandom.txt"
"22618"	"sphere"	"e"	0	"sphere."	1	7	0.857142857142857	184	"e"	"D0B"	"p14crandom.txt"
"22718"	"."	"."	0	"A"	1	1	0	2113	"."	"D0B"	"p14crandom.txt"
"22818"	"boder"	"b"	0	"Border"	2	6	0.666666666666667	296	"b"	"D0B"	"p14crandom.txt"
"22918"	"boder"	"o"	0	"Border"	2	6	0.666666666666667	216	"o"	"D0B"	"p14crandom.txt"
"23018"	"boder"	"d"	0	"Border"	2	6	0.666666666666667	400	"d"	"D0B"	"p14crandom.txt"
"23122"	"boder"	"e"	0	"Border"	2	6	0.666666666666667	208	"e"	"D0B"	"p14crandom.txt"
"23220"	"boder"	"r"	0	"Border"	2	6	0.666666666666667	104	"r"	"D0B"	"p14crandom.txt"
"23318"	"coollies"	"c"	0	"Collies"	2	7	0.714285714285714	505	"c"	"D0B"	"p14crandom.txt"
"23418"	"coollies"	"o"	0	"Collies"	2	7	0.714285714285714	560	"o"	"D0B"	"p14crandom.txt"
"23518"	"coollies"	"o"	0	"Collies"	2	7	0.714285714285714	216	"o"	"D0B"	"p14crandom.txt"
"23618"	"coollies"	"l"	0	"Collies"	2	7	0.714285714285714	208	"l"	"D0B"	"p14crandom.txt"
"23718"	"coollies"	"l"	0	"Collies"	2	7	0.714285714285714	560	"l"	"D0B"	"p14crandom.txt"
"23818"	"coollies"	"i"	0	"Collies"	2	7	0.714285714285714	265	"i"	"D0B"	"p14crandom.txt"
"23918"	"coollies"	"e"	0	"Collies"	2	7	0.714285714285714	208	"e"	"D0B"	"p14crandom.txt"
"24018"	"coollies"	"s"	0	"Collies"	2	7	0.714285714285714	224	"s"	"D0B"	"p14crandom.txt"
"24122"	"are"	"a"	1	"are"	0	3	1	168	"a"	"D0B"	"p14crandom.txt"
"24220"	"are"	"r"	1	"are"	0	3	1	240	"r"	"D0B"	"p14crandom.txt"
"24318"	"are"	"e"	1	"are"	0	3	1	192	"e"	"D0B"	"p14crandom.txt"
"24418"	"the"	"t"	1	"the"	0	3	1	176	"t"	"D0B"	"p14crandom.txt"
"24518"	"the"	"h"	1	"the"	0	3	1	113	"h"	"D0B"	"p14crandom.txt"
"24618"	"the"	"e"	1	"the"	0	3	1	231	"e"	"D0B"	"p14crandom.txt"
"24718"	"the"	"t"	1	"the"	0	3	1	176	"t"	"D0B"	"p14crandom.txt"
"24818"	"the"	"h"	1	"the"	0	3	1	160	"h"	"D0B"	"p14crandom.txt"
"24918"	"the"	"e"	1	"the"	0	3	1	280	"e"	"D0B"	"p14crandom.txt"
"25018"	"dogs"	"d"	1	"dogs"	0	4	1	961	"d"	"D0B"	"p14crandom.txt"
"25122"	"dogs"	"o"	1	"dogs"	0	4	1	128	"o"	"D0B"	"p14crandom.txt"
"25220"	"dogs"	"g"	1	"dogs"	0	4	1	352	"g"	"D0B"	"p14crandom.txt"
"25318"	"dogs"	"s"	1	"dogs"	0	4	1	216	"s"	"D0B"	"p14crandom.txt"
"25418"	"to"	"t"	1	"to"	0	2	1	168	"t"	"D0B"	"p14crandom.txt"
"25518"	"to"	"o"	1	"to"	0	2	1	208	"o"	"D0B"	"p14crandom.txt"
"25618"	"beat"	"b"	1	"beat"	0	4	1	201	"b"	"D0B"	"p14crandom.txt"
"25718"	"beat"	"e"	1	"beat"	0	4	1	128	"e"	"D0B"	"p14crandom.txt"
"25818"	"beat"	"a"	1	"beat"	0	4	1	176	"a"	"D0B"	"p14crandom.txt"
"25918"	"beat"	"t"	1	"beat"	0	4	1	256	"t"	"D0B"	"p14crandom.txt"
"26018"	"ast"	"a"	0	"at"	1	2	0.5	801	"a"	"D0B"	"p14crandom.txt"
"26122"	"ast"	"s"	0	"at"	1	2	0.5	216	"s"	"D0B"	"p14crandom.txt"
"26220"	"ast"	"t"	0	"at"	1	2	0.5	424	"t"	"D0B"	"p14crandom.txt"
"26318"	"aobeiddence"	"a"	0	"obedience"	3	9	0.666666666666667	384	"a"	"D0B"	"p14crandom.txt"
"26418"	"aobeiddence"	"o"	0	"obedience"	3	9	0.666666666666667	392	"o"	"D0B"	"p14crandom.txt"
"26518"	"aobeiddence"	"b"	0	"obedience"	3	9	0.666666666666667	648	"b"	"D0B"	"p14crandom.txt"
"26618"	"aobeiddence"	"e"	0	"obedience"	3	9	0.666666666666667	353	"e"	"D0B"	"p14crandom.txt"
"26718"	"aobeiddence"	"i"	0	"obedience"	3	9	0.666666666666667	232	"i"	"D0B"	"p14crandom.txt"
"26818"	"aobeiddence"	"d"	0	"obedience"	3	9	0.666666666666667	176	"d"	"D0B"	"p14crandom.txt"
"26918"	"aobeiddence"	"d"	0	"obedience"	3	9	0.666666666666667	264	"d"	"D0B"	"p14crandom.txt"
"27018"	"aobeiddence"	"e"	0	"obedience"	3	9	0.666666666666667	200	"e"	"D0B"	"p14crandom.txt"
"27122"	"aobeiddence"	"n"	0	"obedience"	3	9	0.666666666666667	136	"n"	"D0B"	"p14crandom.txt"
"27220"	"aobeiddence"	"c"	0	"obedience"	3	9	0.666666666666667	136	"c"	"D0B"	"p14crandom.txt"
"27318"	"aobeiddence"	"e"	0	"obedience"	3	9	0.666666666666667	192	"e"	"D0B"	"p14crandom.txt"
"27418"	"trials"	"t"	0	"trials."	1	7	0.857142857142857	240	"t"	"D0B"	"p14crandom.txt"
"27518"	"trials"	"r"	0	"trials."	1	7	0.857142857142857	185	"r"	"D0B"	"p14crandom.txt"
"27618"	"trials"	"i"	0	"trials."	1	7	0.857142857142857	192	"i"	"D0B"	"p14crandom.txt"
"27718"	"trials"	"a"	0	"trials."	1	7	0.857142857142857	152	"a"	"D0B"	"p14crandom.txt"
"27818"	"trials"	"l"	0	"trials."	1	7	0.857142857142857	144	"l"	"D0B"	"p14crandom.txt"
"27918"	"trials"	"s"	0	"trials."	1	7	0.857142857142857	216	"s"	"D0B"	"p14crandom.txt"
"28018"	"they"	"t"	1	"they"	0	4	1	6707	"t"	"D0B"	"p14crandom.txt"
"28122"	"they"	"h"	1	"they"	0	4	1	200	"h"	"D0B"	"p14crandom.txt"
"28220"	"they"	"e"	1	"they"	0	4	1	169	"e"	"D0B"	"p14crandom.txt"
"28318"	"they"	"y"	1	"they"	0	4	1	128	"y"	"D0B"	"p14crandom.txt"
"28418"	"relisgh"	"r"	0	"relish"	1	6	0.833333333333333	184	"r"	"D0B"	"p14crandom.txt"
"28518"	"relisgh"	"e"	0	"relish"	1	6	0.833333333333333	184	"e"	"D0B"	"p14crandom.txt"
"28618"	"relisgh"	"l"	0	"relish"	1	6	0.833333333333333	184	"l"	"D0B"	"p14crandom.txt"
"28718"	"relisgh"	"i"	0	"relish"	1	6	0.833333333333333	272	"i"	"D0B"	"p14crandom.txt"
"28818"	"relisgh"	"s"	0	"relish"	1	6	0.833333333333333	144	"s"	"D0B"	"p14crandom.txt"
"28918"	"relisgh"	"g"	0	"relish"	1	6	0.833333333333333	200	"g"	"D0B"	"p14crandom.txt"
"29018"	"relisgh"	"h"	0	"relish"	1	6	0.833333333333333	4	"h"	"D0B"	"p14crandom.txt"
"29122"	"working"	"w"	1	"working"	0	7	1	232	"w"	"D0B"	"p14crandom.txt"
"29220"	"working"	"o"	1	"working"	0	7	1	192	"o"	"D0B"	"p14crandom.txt"
"29318"	"working"	"r"	1	"working"	0	7	1	208	"r"	"D0B"	"p14crandom.txt"
"29418"	"working"	"k"	1	"working"	0	7	1	240	"k"	"D0B"	"p14crandom.txt"
"29518"	"working"	"i"	1	"working"	0	7	1	208	"i"	"D0B"	"p14crandom.txt"
"29618"	"working"	"n"	1	"working"	0	7	1	193	"n"	"D0B"	"p14crandom.txt"
"29718"	"working"	"g"	1	"working"	0	7	1	103	"g"	"D0B"	"p14crandom.txt"
"29818"	"ahrd"	"a"	0	"hard"	1	4	0.75	200	"a"	"D0B"	"p14crandom.txt"
"29918"	"ahrd"	"h"	0	"hard"	1	4	0.75	48	"h"	"D0B"	"p14crandom.txt"
"30018"	"ahrd"	"r"	0	"hard"	1	4	0.75	273	"r"	"D0B"	"p14crandom.txt"
"30122"	"ahrd"	"d"	0	"hard"	1	4	0.75	232	"d"	"D0B"	"p14crandom.txt"
"30220"	"with"	"w"	1	"with"	0	4	1	296	"w"	"D0B"	"p14crandom.txt"
"30318"	"with"	"i"	1	"with"	0	4	1	152	"i"	"D0B"	"p14crandom.txt"
"30418"	"with"	"t"	1	"with"	0	4	1	208	"t"	"D0B"	"p14crandom.txt"
"30518"	"with"	"h"	1	"with"	0	4	1	120	"h"	"D0B"	"p14crandom.txt"
"30618"	"their"	"t"	1	"their"	0	5	1	168	"t"	"D0B"	"p14crandom.txt"
"30718"	"their"	"h"	1	"their"	0	5	1	136	"h"	"D0B"	"p14crandom.txt"
"30818"	"their"	"e"	1	"their"	0	5	1	160	"e"	"D0B"	"p14crandom.txt"
"30918"	"their"	"i"	1	"their"	0	5	1	209	"i"	"D0B"	"p14crandom.txt"
"31022"	"their"	"r"	1	"their"	0	5	1	135	"r"	"D0B"	"p14crandom.txt"
"31122"	"owbners"	"o"	0	"owner."	2	6	0.666666666666667	288	"o"	"D0B"	"p14crandom.txt"
"31221"	"owbners"	"w"	0	"owner."	2	6	0.666666666666667	280	"w"	"D0B"	"p14crandom.txt"
"31319"	"owbners"	"b"	0	"owner."	2	6	0.666666666666667	232	"b"	"D0B"	"p14crandom.txt"
"31419"	"owbners"	"n"	0	"owner."	2	6	0.666666666666667	592	"n"	"D0B"	"p14crandom.txt"
"31518"	"owbners"	"e"	0	"owner."	2	6	0.666666666666667	225	"e"	"D0B"	"p14crandom.txt"
"31618"	"owbners"	"r"	0	"owner."	2	6	0.666666666666667	152	"r"	"D0B"	"p14crandom.txt"
"31718"	"owbners"	"s"	0	"owner."	2	6	0.666666666666667	432	"s"	"D0B"	"p14crandom.txt"
"31818"	"handerls"	"h"	0	"handlers,"	3	9	0.666666666666667	4402	"h"	"D0B"	"p14crandom.txt"
"31918"	"handerls"	"a"	0	"handlers,"	3	9	0.666666666666667	416	"a"	"D0B"	"p14crandom.txt"
"32018"	"handerls"	"n"	0	"handlers,"	3	9	0.666666666666667	168	"n"	"D0B"	"p14crandom.txt"
"32122"	"handerls"	"d"	0	"handlers,"	3	9	0.666666666666667	128	"d"	"D0B"	"p14crandom.txt"
"32220"	"handerls"	"e"	0	"handlers,"	3	9	0.666666666666667	257	"e"	"D0B"	"p14crandom.txt"
"32318"	"handerls"	"r"	0	"handlers,"	3	9	0.666666666666667	120	"r"	"D0B"	"p14crandom.txt"
"32418"	"handerls"	"l"	0	"handlers,"	3	9	0.666666666666667	168	"l"	"D0B"	"p14crandom.txt"
"32518"	"handerls"	"s"	0	"handlers,"	3	9	0.666666666666667	176	"s"	"D0B"	"p14crandom.txt"
"32618"	"and"	"a"	1	"and"	0	3	1	952	"a"	"D0B"	"p14crandom.txt"
"32718"	"and"	"n"	1	"and"	0	3	1	161	"n"	"D0B"	"p14crandom.txt"
"32818"	"and"	"d"	1	"and"	0	3	1	152	"d"	"D0B"	"p14crandom.txt"
"32918"	"seemt"	"s"	0	"seem"	1	4	0.75	456	"s"	"D0B"	"p14crandom.txt"
"33018"	"seemt"	"e"	0	"seem"	1	4	0.75	248	"e"	"D0B"	"p14crandom.txt"
"33122"	"seemt"	"e"	0	"seem"	1	4	0.75	184	"e"	"D0B"	"p14crandom.txt"
"33220"	"seemt"	"m"	0	"seem"	1	4	0.75	152	"m"	"D0B"	"p14crandom.txt"
"33318"	"seemt"	"t"	0	"seem"	1	4	0.75	208	"t"	"D0B"	"p14crandom.txt"
"33418"	"ot"	"o"	0	"to"	1	2	0.5	192	"o"	"D0B"	"p14crandom.txt"
"33518"	"ot"	"t"	0	"to"	1	2	0.5	97	"t"	"D0B"	"p14crandom.txt"
"33618"	"fins"	"f"	0	"find"	1	4	0.75	888	"f"	"D0B"	"p14crandom.txt"
"33718"	"fins"	"i"	0	"find"	1	4	0.75	152	"i"	"D0B"	"p14crandom.txt"
"33818"	"fins"	"n"	0	"find"	1	4	0.75	200	"n"	"D0B"	"p14crandom.txt"
"33918"	"fins"	"s"	0	"find"	1	4	0.75	257	"s"	"D0B"	"p14crandom.txt"
"34018"	"little"	"l"	1	"little"	0	6	1	264	"l"	"D0B"	"p14crandom.txt"
"34122"	"little"	"i"	1	"little"	0	6	1	288	"i"	"D0B"	"p14crandom.txt"
"34220"	"little"	"t"	1	"little"	0	6	1	424	"t"	"D0B"	"p14crandom.txt"
"34318"	"little"	"t"	1	"little"	0	6	1	176	"t"	"D0B"	"p14crandom.txt"
"34418"	"little"	"l"	1	"little"	0	6	1	176	"l"	"D0B"	"p14crandom.txt"
"34518"	"little"	"e"	1	"little"	0	6	1	232	"e"	"D0B"	"p14crandom.txt"
"34618"	"diffiuclut"	"d"	0	"difficulty"	3	10	0.7	1081	"d"	"D0B"	"p14crandom.txt"
"34718"	"diffiuclut"	"i"	0	"difficulty"	3	10	0.7	144	"i"	"D0B"	"p14crandom.txt"
"34818"	"diffiuclut"	"f"	0	"difficulty"	3	10	0.7	480	"f"	"D0B"	"p14crandom.txt"
"34918"	"diffiuclut"	"f"	0	"difficulty"	3	10	0.7	184	"f"	"D0B"	"p14crandom.txt"
"35018"	"diffiuclut"	"i"	0	"difficulty"	3	10	0.7	217	"i"	"D0B"	"p14crandom.txt"
"35122"	"diffiuclut"	"u"	0	"difficulty"	3	10	0.7	504	"u"	"D0B"	"p14crandom.txt"
"35220"	"diffiuclut"	"c"	0	"difficulty"	3	10	0.7	496	"c"	"D0B"	"p14crandom.txt"
"35318"	"diffiuclut"	"l"	0	"difficulty"	3	10	0.7	168	"l"	"D0B"	"p14crandom.txt"
"35418"	"diffiuclut"	"u"	0	"difficulty"	3	10	0.7	264	"u"	"D0B"	"p14crandom.txt"
"35518"	"diffiuclut"	"t"	0	"difficulty"	3	10	0.7	256	"t"	"D0B"	"p14crandom.txt"
"35618"	"in"	"i"	1	"in"	0	2	1	233	"i"	"D0B"	"p14crandom.txt"
"35718"	"in"	"n"	1	"in"	0	2	1	232	"n"	"D0B"	"p14crandom.txt"
"35818"	"adapting"	"a"	1	"adapting"	0	8	1	136	"a"	"D0B"	"p14crandom.txt"
"35918"	"adapting"	"d"	1	"adapting"	0	8	1	576	"d"	"D0B"	"p14crandom.txt"
"36018"	"adapting"	"a"	1	"adapting"	0	8	1	448	"a"	"D0B"	"p14crandom.txt"
"36122"	"adapting"	"p"	1	"adapting"	0	8	1	409	"p"	"D0B"	"p14crandom.txt"
"36220"	"adapting"	"t"	1	"adapting"	0	8	1	288	"t"	"D0B"	"p14crandom.txt"
"36318"	"adapting"	"i"	1	"adapting"	0	8	1	216	"i"	"D0B"	"p14crandom.txt"
"36418"	"adapting"	"n"	1	"adapting"	0	8	1	224	"n"	"D0B"	"p14crandom.txt"
"36518"	"adapting"	"g"	1	"adapting"	0	8	1	240	"g"	"D0B"	"p14crandom.txt"
"36618"	"theor"	"t"	0	"their"	1	5	0.8	232	"t"	"D0B"	"p14crandom.txt"
